NA	sentiment	tweet
2.41197E+17	neutral	This Saturday!! @Yaris_Sanchez and @SunniAndTheCity host Cafe Asia! LIVE on the radio at 10pm w/ @DJReddz http://t.co/cVivGgS5
2.63937E+17	positive	@LJFB_7 to be fair i do like your current chosen charity as nat will be having our second kid at the womens tuesday
2.64158E+17	positive	@Jkittayy i promise when i get back from Charleston Sunday i promise you we will do something Monday @J2thaaD @DCatoe
2.63438E+17	neutral	JUNIORS. Tomorrow is the last day to order class rings! Herf Jones will be at school from 8-8:45.
2.63884E+17	neutral	watching a year with armin van buuren for the 4th time
1.97501E+17	positive	MT @dandundas Council of Can chair Maude Barlow hits road to speak on protecting the Great Lakes; 8-city tour will see her in #hamont May 16
2.64035E+17	negative	@BenJBaur done and done! I haven't seen the last few episodes. I don't have Internet until Monday so I can't download them yet.
2.64135E+17	positive	"@STRIDESO Thanks! The result may be more Sidney Crosby than Lanny McDonald, but I will post my pics with pride either way ;)"
2.5845E+17	positive	"taylor kitsch is all i need.. yeah, see you tomorrow big guy. can't wait for bieksa's charity game"
2.63498E+17	negative	@Rock_Kendy but the 12th man is still the 'Lionel Messi' for the manc scums unfortunately
2.63276E+17	neutral	"@4bidden Retreat is where u want to be Saturday night! Hilton Hotel on Hillsborough Rd, NOT by the Airport like... http://t.co/5lLhHLok"
2.64219E+17	neutral	Thinking I'm going to Charleston tomorrow!
2.63799E+17	positive	@MikeHillESPN @markschlereth  Peyton Manning is phenomenal in the 4th quarter. #Broncos outscoring opponents 89-13 in the 4th quarter. #ESPN
2.35041E+17	positive	THIS JUST IN!  We will be going to Kentucky Aug 25th for a big pool party show! Time to get nekkid!  Woo Hoo!... http://t.co/1noJ0YvE
2.59836E+17	positive	Wonderful trilogy of chef-studio dinners - first one is tomorrow night with the chef from Paley's Place.  http://t.co/yPWHMAvX
2.60251E+17	neutral	"About 30mins left b4 we close the poll. Who would u like 2 see on the Dec cover of CLEO? Kirsten Stewart, Nina Dobrev or Jennifer Lawrence?"
2.62057E+17	positive	ps. good luck to all yall hittin up the ACT tomorrow
1.81155E+17	positive	@Oddsbuster Hopefully Marq gets far enough ahead to get the FT patrol out to get us the 2nd half over-going 2 a St Pattys party & get drunk
2.41362E+17	positive	Excited for tomorrow. Big day at Sunnybank for premier grade and premier colts. Must wins to make the major semis :)
2.61555E+17	positive	"Tickets are still available for Prom of the Living Dead, Friday Night, at Center Stage - The Loft - Vinyl!... http://t.co/ZW4W0qgG"
2.63399E+17	neutral	Penn State tight end Kyle Carter 'day-to-day' with ankle injury: On Tuesday in the Big Ten coach... http://t.co/7Z2tScT1 #Philly #sports
2.63197E+17	neutral	"Overexposed Tour, Maroon 5 With The Cab: Through The Eyes Of A Drummer - As you may have heard, The Cab just... http://t.co/H3c7kQsw"
2.32586E+17	positive	tell you who loves a weekend away!! @dean999501 fancy a weekend away for Crufts in March? #LadsOnTour
2.64058E+17	neutral	"IRENE+JIMMY who married in Bhutan, had a 2nd wedding in Taipei. Couldnt make it but our associates MC & Jean-Michel did:http://t.co/3fMmEu2S"
2.62759E+17	negative	"Sunday night wrap-up: Manning, Broncos roll Saints: His arm might not be full strength yet. And then he whacked ... http://t.co/fkWUIfYR"
1.74388E+17	positive	Who's going to SMASH PROJECT on March 8? :) looking for more concert buddies.
2.40408E+17	neutral	China Telecom 1st Half Net Profit Falls 8.3% but Beats Expectations: China Telecom also said that it would acqui... http://t.co/c6ggrRps
2.53946E+17	positive	I just pray that April Jones is found alive after the Tia Sharp incident R. I. P Tia <3'xo
2.02086E+17	positive	"(Unwired View) Samsung SCH-S759 with Windows Phone gets Wi-Fi, Bluetooth certified, may be headed to China Telecom http://t.co/dehpvlDN"
2.52076E+17	neutral	"@iCandy000 umm I'm in the debate right now. I'm looking at the Tribe party at the Hardrock on Thursday, Rave, Jouvert, scorch cooler fete"
2.52952E+17	positive	"Good luck to my cousin on HSPA tomorrow, praying for you Mary. I know you can do it!!!!! @beyoutiful_mv"
2.5302E+17	neutral	@AnupamPkher Lal Bahadur Shastri is the Rahul Dravid of October 2! Agree?
2.44565E+17	positive	"Hey guys, guess what!? I'm back at The Lair on January 19th, it's going to be bigger and better!! Tickets go on sale next Friday! Xx"
2.64027E+17	neutral	Anyone going to be in Marshall tomorrow afternoon/night? #hmu
2.33473E+17	neutral	"Today, 9 August 2012, is National Women's Day in South Africa as well as International Day of the World's Indigenous People"
2.61825E+17	neutral	Jonghyun just TWEETED ^^ on 9.39 PM ^^ 26 OCT ^^
2.64161E+17	neutral	Taco Bell then bed. Debating on going to school tomorrow or not.
2.22182E+17	neutral	When NBA trades become official July 11th - I hear ATL buys out the contract of Jordan Farmar. He will sign with a Turkish team.
2.64239E+17	neutral	"Taiwan court extends ex-leader's jail term: <strong>TAIPEI (Nov 2, 2012)</strong>: Taiwan's high court said Friday it has extended ex..."
2.48194E+17	positive	"Just for clarification, Spock is referring to time travel in that quote, it might be possible by Gingrich's 16th year in office."
2.57365E+17	positive	S/O to my best friend J Norm dedicating Juicy by Biggie Smalls to my 21st in the club. That's a FINE end to the night!
1.77678E+17	positive	Who runs the world...girls! Happy IWD!!
2.50616E+17	positive	UK vs SC game Sat at 7pm. Only on CBS College Sports. Channel 256 in the Preferred tier in Bremen&Brooks. Call 855-55-CABLE & upgrade! #fb
2.00225E+17	neutral	Maude Barlow to speak in Toronto on May 15!  Anyone from @waterlution Toronto going?  http://t.co/ds7YLtce
2.64008E+17	positive	46 years ago today New Orleans was awarded the NFL's 16th franchise and the New Orleans Saints were born!
2.33482E+17	negative	I'm struggling to understand the #WomensDay tag because IWD is 8th March. I guess there's no point  asking you to make me a sammich? /runs
2.62855E+17	neutral	"As Vanuatu gears up for tomorrow's national elections, what DO the people  want from their leaders? 10pm MEL, PORT VILA"
2.64034E+17	positive	@Eagles fire Andy and bench Vick is how we win Monday....put foles in already.  He could be the next peyton manning
2.63668E+17	neutral	"i call them DBSK when they're 5, TVXQ when they're 2, THSK when they're 3, TVXQ! when it's just Junsu, and JYJ if it's HoMin on a wednesday"
2.62083E+17	negative	They are both jealous of the other. Calli came over and laid down in my lap so Cole sat on the couch beside http://t.co/jZWteKqI
1.93608E+17	negative	James Pattinson may not make it to the ODI tour of England despite his expected recovery as the selectors ponder ...  #Australia #CRICKET
2.60794E+17	neutral	Andando in bicicletta a Roma -- si puo' dividere (share) pure li! Shareable: Changing Bike Culture in the Eternal City: http://t.co/nT3c7ryI
2.62832E+17	neutral	Tens of thousands of people marched though Taipei on Saturday to push for the legalisation of same-sex marriage ... http://t.co/uo5DmkjE
2.63936E+17	positive	@nicoleharrisf1 Eden Hazard....that lad is FIT haha you over Tuesday? Haha
2.63708E+17	neutral	"21 to go for Alex Smith! #49ers MT @caplannfl: Tom Brady wins AFC player of the week for the 22nd time in his career, tying Peyton Manning."
2.50585E+17	negative	"Heads up: Galaxy S II can be wiped by just clicking a link, other TouchWiz devices may also be vulnerable - http://t.co/1qoMUT8a /r"
2.51002E+17	positive	Chris Mortensen reported that a deal is close to being done between NFL and the Refs. Could return on Sunday. Thank. God.
2.64158E+17	neutral	Does anyone have an Invitational at Marshall for Volleyball on the 6th?
2.5067E+17	positive	@the_bear_112 Oh my god! Nah man! Luckily its not until this Saturday :) Think someone said to me its the nickname for St Patricks Day? O.o
2.5997E+17	neutral	"What are you doing tomorrow night?? Come along to this and hear from one of Kony's wives, abducted as a young... http://t.co/NmLXFgSY"
2.50582E+17	negative	"Galaxy S II can be wiped by just clicking a link, other TouchWiz devices may also be vulnerable http://t.co/9Yj0W56z #gaffaw #fb"
1.87629E+17	neutral	Trey Burke tries to follow his older big bro Sully with enrolling in  the NBA Draft! What's your say so should he go or stay! I say stay!
2.59887E+17	positive	"All of a sudden, my whole weekend filled up with fun!  Going rafting in the Cascades tomorrow :)"
2.10697E+17	positive	just got home from Garden City and Sunnybank. Working again tomorrow >.>
2.64186E+17	positive	"Margenthaler really excited about this team. Should compete well in Northern Sun, not Big Ten."
2.64217E+17	neutral	"Don't forget about congress! We'll discuss close races in Calif. and around the U.S., Friday at 10am. http://t.co/NlPWLISd"
2.34797E+17	positive	@samuel_k93 went to watch em against fc Gomel and sat in the KOP and the atmosphere is insane! And Wen they sang NWA I had goose bumps lol
2.44839E+17	positive	"Fri & Sat |Hyatt Regency Indian Wells, CA & Fitz KJJZ|102.3 FM . Come join us for the Grand Re-Opening Party in... http://t.co/6Xh18hZR"
2.64063E+17	positive	@J_Cottrell i just saw your tweet about Livin' On A Prayer from the 25th. I am so proud of you and mad at twitter for not sharing sooner!
2.63761E+17	neutral	"@reuh1 I left it up in SB with Zane my b, I can see if the holmes can bring it back Friday"
2.38459E+17	positive	I liked a @YouTube video http://t.co/i5SMi1gQ TRIUMVIRAT Spartacus 08 March to the Eternal City
2.51006E+17	positive	"It's lookin up for the NFL! According to ESPN's Chris Mortensen, locked out officials may soon be back on the field."
2.53714E+17	positive	Watching John Carter for 2nd time today. You could say I'm mildly obsessed with how good this plot is. And Taylor Kitsch's good looks.
2.50658E+17	neutral	nov.3rd 2012 Kiss the Ring: Red Bottoms and Jays Edition....Fadda Blaze and Kindy Fatal Bday Bash @ ClubSBL
2.62631E+17	positive	Great result for Leverkusen to take the 3 points and putting an end to Bayerns winning streak. Where under a lot of pressure in the 2nd half
1.99569E+17	neutral	"Terrence Jones & Anthony Davis presented roses to the Derby winner. Meanwhile, Mike Marra & Peyton Siva gave the 3rd place horse a carrot."
2.23299E+17	negative	"Syria,Homs,Baba Amr under the fire heavy bombing by Al asad and his thugs 22 feb 2012 http://t.co/tupW9DTY"
2.64098E+17	neutral	"Sprint getting Samsung Galaxy Tab 2 10.1 with LTE support, on November 11th #PhoneArena http://t.co/nKkz4R6p"
2.61819E+17	negative	Slow Economic Gains in 3rd Quarter: ABJ - October 26 - Some reason for optimism surfaced during the third-quarte... http://t.co/WZBl07SG
2.47769E+17	positive	"@bossiecasonceo see you this wed, show is 10/10/12 @ 8p Houston Improv!!!"
2.17052E+17	positive	"I love ICONiacz that stand up for the Boyz and the ICONiac family. We may not have the biggest fan base, but we sure do have the strongest."
2.53478E+17	negative	Carles Puyol will miss the El Clasico against Real Madrid on Sunday after dislocating his left elbow yesterday. #LaLiga #LigaBBVA #FCB #RMFC
2.49758E+17	positive	The Los Angeles Galaxy clinched a spot in the MLS playoffs with a win on Saturday night.
2.3312E+17	positive	Tomorrow is National Women's Day. Anyone doing any interesting day trips tomorrow on the public holiday?
2.59283E+17	neutral	It's our undergraduate open day tomorrow! Come and see everything DMU and the Faculty of Tech have to offer. More info: http://t.co/acIYyL2A
2.62222E+17	positive	"Delicious Comfort food on a cold saturday: Braised Ribs with Apples, Onions, Potatoes and Sauerkraut @... http://t.co/aOfXYeAa"
2.4521E+17	negative	So now it seems Daav(Conspiracy) of Yadav have back fired...and if true/proved may create troubles for Akhilesh Yadav and Samajwadi Party...
2.62652E+17	positive	@HyungJun87 Kim Hyung Jun ! I love you ... ^^ http://t.co/8fxwm2DO
2.61326E+17	neutral	"but mitt rumnee, wat are you gonna do wen its dec 21st and the apocalypse comes and Kony is the ruler of the world"
2.55076E+17	neutral	"If you're off campus, we've got you, too! Babel will be at the Art's Garage with Hyphen and Invisible Children tomorrow at 7!"
2.57151E+17	positive	@marniwasserman Marni!  I thought that it was you. It's Roula!!  Good luck tomorrow.
2.63787E+17	positive	"All ready for the tour tomorrow! Maryland, Atlantic City, NYC,... We'll be bringing some Engelbert music to all the Sandy affected areas!"
2.27838E+17	neutral	Some crazy people from Thursday at the Toronto Burlesque Festival #tbf2012   @ Gladstone Hotel http://t.co/AqqkbbWj
2.45921E+17	neutral	"13 April 1996, History is made, as the MetroStars and the Los Angeles Galaxy meet at the Rose Bowl in Pasadena, California, (1/3)"
2.6195E+17	positive	I can't wait for tomorrow nd all th fun I'm gonna have with my bf at queen Mary :) nd I can't wait til Wednesday my birthday :) Halloween
2.64198E+17	neutral	We also have more College Football all day Saturday and NFL all day Sunday.  Dawgs vs Ole Miss at 3:30 Sat.
2.60125E+17	positive	Just got off the plane and hopped on Marta heading to see Xavier Rudd at Center Stage. Yeah C'mon!
2.57103E+17	neutral	Our next broadcast is Monday when the soccer team takes on Seaholm in the first game of the MHSAA Districts.
2.60891E+17	positive	"Miles just hit a 3, matched by Gerald Green...Indy is a deep team...good test for Cavs tonight...down 3 half way thru 2nd..Waiters returning"
2.59976E+17	positive	this saturday at 1.30pm (Australian times) the Janoskians will be hosting their TOP 20 favourite songs on MTV Hits.
2.61012E+17	neutral	"COSATU will convene a workers rally at Olympia Park stadium in Rustenburg on the 27 October, for the reinstatement of dismissed mineworkers"
2.32823E+17	neutral	"National Women's Day 9th of August, HiFly will be closed for the day."
2.05362E+17	positive	@BakerSavage I thought it was the football team at 1st until I scrolled down and saw Trey Burke. Lol
2.63328E+17	positive	The guy who let me borrow his Ohio State bag Friday night just said I can keep it. Saweeeeet. Good day for Liz!
2.53095E+17	negative	@sandralaville Sounds like April may know the person that has taken her but just hope we DON'T have another Tia Sharp case on our hands!!
2.58636E+17	positive	Reuters Right Now: CME acquisition provides opportunities: Oct 17 - The CME's purchase of the Kansas City Board ... http://t.co/tEGf08uF
2.61011E+17	positive	"European Exchanges open with a slight rise: (AGI) Rome, October 24 - European Exchanges opened with a slight ris... http://t.co/mAljf6eT"
2.29123E+17	negative	Saudi Security Forces Opened fire on Shia Terrorists in the tense Qatif district of the Eastern Province in friday. (27-7-2012)
2.59557E+17	neutral	"@KissFMUK @claraamfo  travelling to Leicester from Ipswich to check out DMU with Bex, third Saturday on the trot visiting unis"
1.81146E+17	neutral	Rt @Mariners: #Mariners drop Cactus League game to the #Whitesox 5-0. Return to Peoria tomorrow to face Colorado on @ROOTSports_NW. http ...
2.17705E+17	neutral	thought-provoking piece with Ian Bennett @BennoGk13 on new #blues manager Lee Clark in tomorrow's Birmingham Mail #bcfc
2.64221E+17	negative	"@tonyrusciano Hearing Taco Bell, makes me want Taco Bell. I hate you now. Can we all go to Taco Bell tomorrow?"
1.66432E+17	neutral	I can't believe the first semi-final of Melodifestivalen was just yesterday. Can we press fast-forward to @Danny5ausedo? #TeamDanny
2.63263E+17	neutral	Hyung Jun's interview is super long! Can't believe it took me 45 minutes.. Am I this slow..
2.638E+17	negative	"Derrick Rose may be the worst at doing press conferences, he can't talk to save his life"
2.59338E+17	positive	"Jennifer Lawrence may be the most crushable girl ever, but we've got some honorary mentions from The Hunger Games! http://t.co/CE9kzPfP"
2.6412E+17	positive	Post Edited: Siri vs. Google Voice Search- may the best robot helper win http://t.co/n3fPUSe4 #review #Siri #theidoctor
2.64204E+17	positive	@QuanDaFcknDon well I hope you turning up on the weekend . Cause I get to york on the 16th (:
2.54322E+17	positive	"@jrtayl It's alright, we just wanted to make sure you're free to go out Sat night... we're going to book a room at Jurys Inn :)"
2.28118E+17	negative	@fredmacpherson We've lost HQ to Wills+Kate+the Olympics till mid September. I'll have words. Party on Boris Bikes tho...
2.2547E+17	negative	#fakta on the 8th of Mar 191 Cao Cao attempted an assassination on Dong Zhuo; an evil tyrant that use the last Emperor of Han as a puppet.
2.31109E+17	positive	"Pop bottles, make love, Thug passion, Red Bottoms, Mon Claire, high fashion"
2.62934E+17	positive	Lionel Messi received his 2nd golden boot for being the top scorer in europen league. He scored 50 goals in... http://t.co/IIowAXiF
2.59785E+17	negative	stopped to watch a show cause i saw jeff foxworthy and thought it was are you smarter than a 5th grader. It was american bible challenge#fml
2.64134E+17	positive	HAPPY BIRTHDAY @loveee_lexie one of my first new friends at Marshall and one of my best friends now! <3 you!! Happy 18th birthday betch ;)
2.50157E+17	positive	Will be presenting speakers at this Friday's youth shout out forum at Challenge Stadium with the honorable Julie Bishop and Peter Garrett.
2.59663E+17	positive	"@roannnelopez I know!! Makikipaglaban ako ng walang sandata lang ang peg =)))))) Tas sa ICS, may sched na, with prof pa!!"
1.9881E+17	positive	@fare5997 ahh i want to see Prepix again tomorrow but i need to go to church haha
2.64095E+17	neutral	"Ferry schedules changes with end of daylight saving time: Daylight Saving Time ends at 2 a.m., Sunday, ... http://t.co/kxRci4w7 #seattle"
2.46244E+17	positive	man it better be some blens out George Mason Friday night...one of the Prettiest Big Boys in the Eastern Province will be present
2.23162E+17	positive	It's Wedding Wednesday! Today on the blog we are sharing a gorgeous Gladstone Hotel wedding. http://t.co/nH7bSjOP
2.41144E+17	positive	Rise and shine getting the field in good shape before Pro Day tomorrow #UISbaseball2013 http://t.co/LhUk2jpZ
2.63292E+17	negative	depending how late we work tomorrow it'll be a nightmare getting back into WeHo from Downtown with SMB shut down for the Halloween Carnival
2.328E+17	positive	"National Women's Day in #SouthAfrica this Thursday, 9 August. Promote  gender equality and an end to abuse of women in Africa + the world"
2.56061E+17	positive	Saving Face is on the top of my ADFF to watch list . can't wait till saturday ><
2.14969E+17	neutral	"#Telecom #News China Telecom Repairs a Broken Telephone Pole with - M.I.C. Gadget: By Herman Lai, posted Jun 18,... http://t.co/oiwxxat4"
2.23079E+17	neutral	"RIP Jordan Farmar NBA career 2006-2012. From being the 26th overall pick, 2x NBA champ to the Nets to It's final resting place in Istanbul."
2.64025E+17	positive	Colts game Sunday with @haiDam81 #YeahBuddy
2.64196E+17	neutral	"On Thursday, concealed-carry gun license holders will be given a new right in the state of Oklahoma: the ability... http://t.co/oSgGHKi1"
2.62227E+17	neutral	I'm Shmacked: St. Patrick's Day at WVU to start my Saturday off the right way.
2.60789E+17	neutral	We're watching the Apple Special event live here http://t.co/0zxTG8qi (Tip: use safari)
2.57783E+17	neutral	"Fresno , 'Off the Map' on the schedule in January; 'Terra Nova' adds 'Whole Truth' star Zap2It N. . . http://t.co/OC8X9ARH"
2.64192E+17	neutral	Them Seniors gone beat the Juniors tomorrow.
2.53205E+17	negative	"@Tina__Tubs Does anyone else find it odd #McCann jumped on April Jones bandwagon,but didnt say  word about Tia Sharp where FAMILY involved ?"
2.62309E+17	positive	Super Saturday for a Super Walk!  Thank you everyone! http://t.co/4UYGcZQj
2.44737E+17	positive	"http://t.co/Q7Q8bJrT  who knows? may be one day, Eastern Province become an independent state !!"
2.46249E+17	negative	"Deir Ezzor :: Colonel Mohammed Al-Abdullah, from the 4th Division, and the Lt. Recruit Feras Mohammed Al-Abdullah have defected #Syria Ne..."
2.49739E+17	neutral	Throwback sunday?!?!?Seaholm game with @ellawaechter  http://t.co/N9KQNzUN
2.3384E+17	positive	#News Pepe Reina believes the stylish manner of Liverpool's 3-0 victory over FC Gomel on Thursday... http://t.co/dw3DEa5K (LFC Website)
2.56305E+17	positive	We got lost in the eternal city on our 1st night & stumbled upon this treasure #ItalianEngagement  http://t.co/l0zikeDa
2.52852E+17	neutral	Jason Russell @Invisible sets the record straight on @Oprah's #nextchapter Oct 7 at 9/8c #KONY2012 #MOVE http://t.co/ldxBsJLm
2.63341E+17	positive	@rickbozich That's asking a lot. That would mean a lot of Big East dominance and late NCAA MARCH runs. Bring it on!
2.52414E+17	negative	Adam Schefter needa go'on get Chris Mortensen ass outta here. Mort just mumblin' stumblin' fumblin' every single Sunday.
2.64028E+17	positive	Wondering what kind of recognition @dcunited will do of post-#Sandy NYC at Saturday's RFK game against the Red Bulls. #mls
2.16311E+17	positive	Thank god bob gainey isnt the gm of monteal anymore. He probably would have tried to pick mario lemieux with the 3rd pick #TSN #NHLDRAFT
2.25943E+17	positive	It only took 5 days for them to fix the broadband outage. China Telecom may be improving.
2.5962E+17	positive	"Katy Gallagher just so much more intelligent and gracious than Zed. May not vote for her party, but respect her as Chief Minister. #actvotes"
2.62295E+17	positive	Our first concert of the year is coming up on November 6th (also Election Day).  Come see the 7th and 8th graders at MMS!
2.62058E+17	neutral	##$$## Black Friday Deals Samsung UN46ES7500 46 inch 240hz 1080p 3D Wifi LED HDTV Bundled with Samsung's BD-E6500 3D... http://t.co/qzmEX2B1
2.63938E+17	positive	"Marguerite the Photographer: Irish Heather, Gastown, Vancouver. Happy St. Patrick's Day everybody!!!!  (17 Mar 2012) http://t.co/Ae9xeefH"
1.88514E+17	positive	#MeEnamorasSi Good Friday Waw.. http://t.co/haYhQzHu is AWESOOMEEE! I got laid last night bc of it Night Niall
2.19985E+17	positive	@IraHeatBeat Jordan Farmar who may get bought out would be better but even then only for the minimum if he would take it.
2.59266E+17	positive	Just got a craving for candy cane hot chocolate. Is it December yet ?
2.6261E+17	neutral	Robert griffin throws a td pass on 4th down in the first quarter then the steelers get revenge and block the extra point
2.34008E+17	neutral	The @PGAllAmerican game will be held Sunday night at 8 PM CT on CBS College Sports. You can follow the event blog: http://t.co/Kn6vuCKd
2.64228E+17	negative	"If I feel even worse tomorrow for my chem exam, I'm going to be sooooo MAD"
2.63712E+17	negative	@CW_network Bummed We don't get to see Arrow until Saturday because of the Chicago Bulls game.
1.998E+17	positive	"Today in Dubai, Dance Studios JLT celebrated it's 1st anniversary and the International Women's Day, 8th of March,... http://t.co/A3wiIr3P"
2.62501E+17	positive	In three hours time our boys will be taking on AmaZulu FC at Orlando Stadium in the 8th game of the #AbsaPremiership #OnceAlways #UpTheBucs
2.48048E+17	positive	.@CllrJSaunders The next Mitcham forum meeting is on 23 October in Vestry Hall. Would welcome suggestions for the agenda.
2.5719E+17	neutral	"After a day of racing, the 2nd floor is ready to get to the Comcast Center for the annual formal crew dinner #newshoes #newjackets #sameswag"
1.81188E+17	positive	@fan960walker @trucker_ty_ is doing up St Pattys in style tonight!  Pears' Pub !  Special BYOB pub!!  Have fun!!
2.56744E+17	positive	"ME3's multiplayer has totally sucked me back in thanks to Tuesday's update. Brilliant DLC, even before you factor in that it's free."
2.58645E+17	positive	Just found out I'm graduating May 30th at the Comcast Center
2.56394E+17	neutral	Maude Barlow: Why I am going to be in Victoria on October 22nd http://t.co/SuANMnU5  #nopipelines #notankers #tarsands
2.6387E+17	positive	@AlexDaGoon I'm so excited omg. Give them to Colton :D Lol and I have cookies for you tomorrow.
2.12612E+17	positive	@FionaSalsa Hi Fiona thanks for following #Econokit - you may like to use #bizikent and RT/follow other local businesses as per #bizitalk :)
2.64172E+17	neutral	"Got my Monthly NOVEMBER Pass today , it's the NEW ORLEANS SAINTS color"
2.55896E+17	positive	"MOVE: Invisible Children's new film from the creators of KONY 2012. Take time to look, share and be active on nov 17th! http://t.co/LHXIDMbd"
2.64155E+17	positive	This Sunday is Daylight Savings Time so you better not miss school the next day for missing the time setting party
1.80708E+17	neutral	"Predictions are that the new device Apple will unveil on Wednesday is called the iPad HD, not the iP"
2.63657E+17	positive	Ask me about the Food expo- Abj food festival at the eagle square abuja 7th- 9th dec '12. Rock bottom prices on food for the festive season!
2.62741E+17	positive	I understand that the Saints D is terrible but Manning is unreal. Makes EVERY 3rd down. Impressive.
2.62358E+17	positive	"@elizabettymiles marni introduced me to 'friday night dinner' ... thats quality! Have a nice night my dear, I'm finally calling it in :) X"
2.48489E+17	neutral	This weekend Fri-Sun the legendary @MazJobrani returns to the Houston Improv and Sunday's show is for all ages 13+! http://t.co/MmVUgtZc
1.74457E+17	neutral	"Buy your tickets this week for the Smash Project 2012 at TicketNet outlets. Smash Project 2012 on March 8, 2012 at... http://t.co/7J1I4MIt"
2.54378E+17	negative	"1st debate showed emperor has no clothes...Wonder how the court jester, shoeless Joe will do against Ryan? #gop"
2.63887E+17	neutral	going to myrtle beach tomorrow with the fraternity lets get it
2.54555E+17	neutral	Im performing at the Houston Improv next Wednesday open mic
2.55054E+17	negative	"@BrownhillsBob double lock the doors tonight. Mrs Bob's unconscious self may go wandering, Nekkid & angry. Not sure Brownhills is ready."
2.60083E+17	positive	Watching The Hunger Games. I'd totally have sex with Jennifer Lawrence. Josh may join.
2.64179E+17	neutral	Have to go stand at the apple store like a right dork tomorrow to upgrade my recently purchased ipad3 for the ipad4. Sigh. #1stworldproblems
2.54413E+17	negative	Well fuck. My sleep schedule is not ideal for the SATs tomorrow
2.63642E+17	neutral	"Senate building open to the public on Saturday 3 November: (AGI) Rome - Palazzo Madama, the Senate building, wil... http://t.co/thHanmoS"
2.64242E+17	neutral	just gonna 'wing' my french and HST tests tomorrow ok
2.62436E+17	neutral	Kim Hyung Jun - Football Team the 2nd A Match at YeongDeungPo-gu DaeRimDong [12.10.27] Credit : tlsxhah #8 http://t.co/PFy31Fb5
2.63632E+17	positive	"Return of Chicago's beloved son, Derrick Rose, will be February 28 at home v 76ers. Same team same floor. 1 day before 10 months #justaguess"
2.22394E+17	neutral	S.L. @ShannonLeto Who's coming to the Beatport festival July 20th to dance there asses off! (Shannon Leto of 30... http://t.co/2ijJngl5
2.53241E+17	neutral	2 goals by Ricardo Olivares in the 1st 2 minutes of the game assisted by Ian Bennett then Logan Chaucer @starnewsvarsity @wectsports @WWAY
2.6405E+17	positive	DST ends this weekend.  We fall back Nov 4 at 2 am. Thanks for @EricFisherTWC for the reminder.
2.30249E+17	neutral	@chelseafc fans. Stay at Jurys Inn Hotel saturday night and enjoy Brighton. We are just 9 minutes from the AMEX stadium by train.
1.94613E+17	positive	AWESOOMEEE. Monday Blues http://t.co/H2EMSaPq is the epitome of excellence!
2.62706E+17	positive	"3rd Annual Women's Day was another one for the books, it's getting bigger and better, Thank you all, great effort #TeamGDCF."
2.64175E+17	positive	Just found out I'm going to the Colts game Sunday #daymade
1.6066E+17	negative	@couriermail I may not agree with Wilkie's ideas but he has proven he is a man of principle...It's a pity Peter Garrett cannot say the same.
2.56076E+17	positive	Rahul Dravid <3 You may not be in the National Team; But you are always in our National Anthem.   Like | Tag... http://t.co/YpWA4uSJ
2.33141E+17	negative	Download Fast Ipad Hd Video Player Guide: Do you have to shy away from looking to be whipped? You may not see at... http://t.co/ic3qKJ21
2.61968E+17	negative	Okay so my fam is going to Queen Mary tomorrow i'm really scared of hunted houses and this is a big o hunted... http://t.co/3KmAdxQJ
2.10524E+17	neutral	When it took the 4th Division relying on heavy artillery 2 months to take Baba Amr from 500 guys in the Al-Farouq Battalion? @stcolumbia
2.63294E+17	neutral	Storm Aftermath: ABJ - October 30 - Millions of people in the eastern United States awoke this morning to floode... http://t.co/i6Pe1NpX
2.30521E+17	positive	@sandyahmed4 @haithamessam I was there for International Women's Day in March. Hope to return soon! I love it!
2.64235E+17	negative	Bears suffer a 2-1 loss at SDSU tonight http://t.co/gVjbkrAk next up - No. 4/5 UCLA on Sunday in Los Angeles #GoBears
1.96164E+17	neutral	We didn 39t make The Hills Tuesday night session at PaleyFest but those http://t.co/IEflwTsr
2.6115E+17	negative	@SaxbyChambliss @foxandfriends @datakcy What did Petraeus tell the Intel Comm. Sept 13 and why did @SenFeinstein blame the video?
1.81122E+17	positive	"#11 John Isner has beaten #1 Novak Djokovic  7-6, 3-6, 7-6 in the BNP Paribas Open. Welcome to the world's top 10 #JohnIsner."
2.62601E+17	positive	"Positive thinking ... after the win today Newcastle Utd are only 3 points off 5th position and 5 points off 3rd spot, bring on a surge #Toon"
2.62246E+17	positive	"@ddlovato Congrats for the 10 Million of Lovatics, our Body is ready for your 4th album, love ya <3"
2.59338E+17	neutral	"@KirstenLHolz Presidents' Day, April fools day, Easter, Mother's Day, memorial day, and Father's Day? Then you get your PERMIT?!"
2.22219E+17	neutral	"Get ur tix now for FATBOY SLIM , we are doing the new live visual set before him . So see u at KL LIVE this saturday 14 july"
1.99867E+17	neutral	"Lady Gaga came to Japan again. She is a a real Japanophile, so this is the 3rd visit since the Great East Japan Earthquake."
2.63603E+17	neutral	"#justathought If England don't call up Zaha before January, there is a chance of him being called up by Ivory Coast for the cup surely?!"
2.59335E+17	positive	I liked a @YouTube video http://t.co/HnqBThPW dtac DEEZER -- the 1st social music streaming in ASIA (Available now)
1.79058E+17	neutral	Champion Hurdle Tips - Hurricane Fly bidding to retain the Champion Hurdle: Ruby Walsh riding Hurricane Fly on t... http://t.co/zNWonY5z
