NA	sentiment	tweet
1.01E+17	neutral	More like Chris Brown in Feb. '09 RT @KREAYSHAWN: Y'all treat me like Elvis Presley in the 50's.
1.02133E+17	neutral	RT @BrittanyDuffyGP: were is the profile http://t.co/VhtUGF0 Happy Friday Everyone Tha Carter IV #shedidntcallbecause
1.00454E+17	positive	Kim Coates was awesome on #Entourage tonight. Although it makes me really miss Sons of Anarchy. Can't wait #SAMCRO
1.0088E+17	positive	"@sunnyvegas702 Nice! Disagreement! Of course, he sat down with Boehner only thi (@YouTube http://youtu.be/_darnZtzjJo?a)"
1.11436E+17	neutral	RT @vancan19: Lokomotiv Yaroslavl were on the plane that crashed in Russia this.morning. Pavol Demitra was likely on that flight. #canuc ...
1.11568E+17	neutral	"RT @jessespector: Names you may know on Lokomotiv's roster: Pavol Demitra, Karlis Skrastins, Karel Rachunek, Ruslan Salei, Josef Vasicek"
1.01756E+17	neutral	"RT @MollySportsTV: Our Football Season Preview shows start airing tonight on The Mtn..half-hour, each program..the latest on Boise State ..."
1.0038E+17	positive	OMG I can't wait to see what Beyonce is gonna do at the VMA'S Sunday August 28th! http://twitpic.com/62q0w9
1.00001E+17	negative	I'm stuck in London again... :( I don't wanna spend the night in McDonald's!
1.12657E+17	positive	Im getting horny Hey that reminds me is it the 19th yet? New two and a half men and/or roast of Charlie Sheen
1.00168E+17	positive	LOL? Lady Gaga is attending Britney's concert tonight. She's in an arena full of Britney fans. We really did make her brave
1.02522E+17	neutral	The USA Eagles take on Canada tonight at 9pm EST in a warm-up before the Rugby World Cup - If you have Direct TV... http://t.co/TVBfage
1.03385E+17	neutral	I want a Windows 7 tablet for my birthday because....Windows 8 beta may land the same month...maybe.
1.01484E+17	neutral	@_loveebreezyy Yo man @truthh4 wants you to wear a Dawgs jersey! Boise State jerseys are going out of fashion on September 4th. #UGADAWGSWAG
1.00608E+17	negative	Is it April Fool's Day?  Real Madrid signs 7-year-old Argentine prospect Leo - ESPN http://es.pn/ooXPiz
1.11696E+17	positive	you know what would be pretty funny? if NZ lost the first game against tonga tomorrow lol
1.00379E+17	neutral	"RT @BrendenWood: Tiger Woods' former caddie Steve Williams made about $140,000 for his work with Adam Scott today. Tiger Woods' new cadd ..."
1.00047E+17	neutral	"RT @TomCrowe: Why doesn't Obama just sign an executive order that declares the U.S. has AAA rating? I mean, c'mon?"
1.00199E+17	positive	True Blood tonight! Always the best night of the week.
1.11415E+17	positive	"@tankdogc27 Steelers fans are AWESOME! Just for that, I'm making it my mission to piss off a Brown's fan today hehe #inspiration"
1.03099E+17	positive	Good Morning. Its DEFINITELY time 4 a new phone. alarm clock ringer isnt going off anymore. Tryin 2 wait on Steve Jobs before I make a move
1.02103E+17	positive	Tuesday September 6th. The return of the best show EVER! Sons of Anarchy. Hell yeahhhh! #SOA
1.01226E+17	neutral	Summerslam preview coming Fri. Only 4 announced matches even tho there will be 7 or 8. Very odd. Will make for brief preview!
1.00167E+17	neutral	"RT @TVD_Olivia: The Teen Choice Awards is tomorrow! I wish everyone from the cast of The Vampire Diaries, True blood and Supernatural Go ..."
1.00971E+17	positive	Fun night tonight at Vampire Diaries. Great Teen Choice Award winners!
1.00485E+17	positive	"Every time I don't have anything to do, I'll watch the shows I stopped halfway. LOL And it's Teen Top's MTA today. :P"
1.11552E+17	negative	"I will have classes on saturdays unfortunately... BUT, I don't give a fuck about it, I WILL GO TO A MADONNA SHOW even if it's on a saturday."
1.01317E+17	neutral	Apple Showtime Event 2006-The 2G iPod Shuffle Introduction: Here we see Steve Jobs introducing the 2nd generatio... http://bit.ly/qu0fY4
1.00046E+17	positive	Fun date night with my girl. Home early. Ice my aching body. Wish i had Netflix right about now....
1.06872E+17	negative	RT @Mrxtrabusy: Is it true the MTA will not be running on Saturday due to the Hurricane?
1.00274E+17	neutral	RT @RealMadridFC_: Real to sign Neymar in December - report - Bangkok Post: Real Madrid has reached a deal with Santos to sign gift... h ...
1.11719E+17	neutral	Ritchie Becomes Father for the 3rd Time: While Madonna was busy promoting her upcoming movie W.E. in Venic... http://t.co/vmtxBRB
1.00488E+17	positive	"gym workout starting with Beyonce then Katy,Kylie and finally Bruno great start to the morning"
1.00198E+17	negative	"http://t.co/tWj4ro2 Television's dark ages: From 'Breaking Bad' to 'True Blood,' best shows today also some of the bleakest"
1.00201E+17	positive	"I knw my ish!... \""Kev hart voice\""...lol! Happy sunday!RT @DiMaaHhh: Lol:-pRT @Credo_Liyo: If kevin hart make u ... http://tmi.me/e7wz4"
1.11496E+17	negative	RT @HollyConway: Pavol Demitra's agent confirms the ex Canuck was one of 44 killed in a plane crash today in Russia. So sad... http://t. ...
1.12701E+17	positive	RT @Jayy_Ballin: Tomorrow is gonna be like the Super Bowl for the Ravens vs. Steelers game
1.00137E+17	negative	@HamHann haha was it as bad as your night in Barcelona with the bucket o chund!?
1.00531E+17	neutral	@joefooty will Tenaction broadcast Spanish super cup Real Madrid vs Barcelon on the 14th and 17th of august ?
1.00306E+17	positive	"Hooked on Sons Of Anarchy thanks to @DemonRust its too good too stop watching, all day viewing today!"
9.1687E+16	neutral	Democrats defeat Republicans 8-2 in Congressional baseball game tonight.
1.09001E+17	neutral	RT @pwire: Boehner proposes Obama speech be on the same night as NFL opening night...  http://t.co/kBX7PRr
1.01119E+17	negative	What if Cena wins the Undisputed WWE Championship match at Summerslam this Sun? A riot is very likely to take place!!
9.46134E+16	neutral	"Nokia N9, BlackBerry Bold Touch clear FCC: The Nokia N9, as you may remember, showed a bizarre twist in the comp... http://bit.ly/oCxHkd"
1.00001E+17	positive	@jordanknight Hope u have a great show tonight. Me & the Chi/IN girls are so excited to see you in London tomorrow!
1.01436E+17	positive	Inbetweeners movie coming to cinemas in Ireland on the 19th of August. I have never wanted to see a movie so bad!! #shouldbegood ;)
1.00064E+17	negative	"Check this video out -- Obama, Sarkozy, Cameron, how many children did you kill this night? http://t.co/AvYCIQJ via @youtube"
1.11598E+17	neutral	#inappropriatefuneralsongs Thriller by michael jackson. while the dancing may be great having to kill your zombie grandma wont be as great
1.00862E+17	negative	Im on that zan with that lean and nun but Irene today at band camp jus to laugh at these poo ass freshman snare drummers
1.00741E+17	positive	RT @JasChanel I went to see Kevin Hart and still can't wait to go see the movie on the 9th!
1.1149E+17	negative	"Russian air crash kills 'almost all of KHL team Pavol Demitra,Karlis Skrastins,Ruslan Salei,Brad McCrimmon among the dead, may they all #RIP"
1.00533E+17	positive	I'm so glad the Vampire Diaries won an award last night. Loves them all :)  http://t.co/wD4d3wI
1.00484E+17	neutral	I just found that Barcelona and Real Madrid are playing on Sunday... I need sleeping pills...
1.01937E+17	neutral	"@jahmi @stephenemm For Inbetweeners movie next wednesday, going for the 8pm showing at cineworld in town, everyone to book their own tix :)"
1.00031E+17	neutral	RT @BPGulfLeak: BP oil spill activist Cherri Foytlin on Obama's handling of the crisis in the Gulf http://t.co/zPa7eUF She was arrested  ...
1.00152E+17	neutral	"Sunday Reflection: Why the GOP should give Obama the higher taxes ...: Well, the debt deal is behind us, but it'... http://bit.ly/qR9cxj"
1.09122E+17	negative	@BorowitzReport Comparing Sept 11th to Republicans. You don't think that's just a tad distasteful to the lives lost? What a jerk.
1.01212E+17	positive	is all about One Night by Elvis Presley
1.00866E+17	neutral	@zavvionline: Deus Ex: Human Revolution is the 3rd game in the series #DeusEx
1.02825E+17	neutral	"To compare, Anderson Silva also has won 8 bonuses and made $475,000. If Lytle gets a bonus tonight, the $65k would be his 2nd biggest one."
1.00048E+17	positive	"@britneyspears: \""So amazing to have the beautiful Lady Gaga at the show in AC tonight. Love you girl.- Britney\"""
1.00047E+17	positive	@pixiesongs @taylormomsen Hey could you two wish @i3y_xoxo a happy birthday for tomorrow? She is a huge fan from Japan of both of yours! :)
1.00078E+17	neutral	I don't know what to wear tomorrow and I definitely believe this is the work of Lady Gaga and her team
1.01378E+17	neutral	@yungbrodee: Cabana this friday.... you might find Marissa and Irene there being rachetts trying to get niggas with bottle service #Hoes
1.05846E+17	positive	UFC 134 This Sunday from 11am - Anderson SILVA V Yushin OKAMI - Don't miss it. In the Sports Bar live. http://t.co/2LEHcmj
1.10753E+17	neutral	RT @suzanne_moore: Am going on Womans Hour tomorrow. Whats more so is PJ Harvey.
1.11915E+17	neutral	RT @MissMJlover2009: -- Michael Jackson - Remembering June 13th http://t.co/dqRZyYM #OnlyMJFansUnderstand i love you michael jackson
1.03129E+17	neutral	It's all PJ Harvey and Queens of the Stone Age today #nowplaying
1.11355E+17	negative	RT @Lord_Voldemort7: Apparently the #vmas are tonight. I refuse to support anything which helped the Jersey Shore cast flee the hurricane.
9.65742E+16	positive	"I feel like a kid before xmas, i cannot wait to get oneRT @NokiaKnowings: In case you missed it...Nokia N9 release date http://t.co/VjvQpHF"
1.07928E+17	neutral	RT @rubbdingyrapids: You can watch the movie 'Four Lions' on Channel 4 in the UK next Sunday at 9pm -- see where I get all my jokes from ...
1.02947E+17	positive	As good as the fights were tonight I'm glad this one is over. One day closer to seeing Anderson Silva clown a massive Asian man #spidersense
1.09016E+17	neutral	"Oh, oh, oh just realised it's 3 weddings in a row then PJ Harvey on Sunday"
1.01013E+17	neutral	Final Destination 5 is coming out soon. I never thought they'd make a 5th one! #youcantcheatdeath
1.00107E+17	neutral	About to watch Twilight now.. 1 & 3 .. I already saw the 2nd one (Backwards right?!) lol
1.11349E+17	positive	#jerzday tonight FIRST EPISODE OF JERSEY SHORE SEASON 4 PREMIERES TONIGHT!!!!! :')
1.0023E+17	negative	I missed the Barcelona game yesterday. http://t.co/AqpknXC
1.07643E+17	negative	"Dang, Forrest didn't get it done. :/ He was our last American hope tonight, oh well... Now for the main event Anderson Silva vs Yushin Okami"
1.00001E+17	neutral	"Drove the bike today, about 40 miles. Felt like Jim carrey on me myself and Irene!"
1.01105E+17	positive	"#nw kung fu panda 2. dnt judge me, i like animated movies (plus the 1st one was the shit)."
1.06723E+17	neutral	"MTA agent to me: \""This card has been damanged since yesterday morning.\"" Me: \""But I used it last night.\"" MTA: \""No you didn't.\"""
1.02206E+17	positive	Getting off the comp early tonight- going to watch my new Elvis Presley DVD that came today. :)
1.0109E+17	positive	"Rainy day, got alot done tho. Registration tmrw morning! Rdy to eat din and watch Sons of Anarchy, can't wait for the new season! #stoked"
1.09242E+17	negative	Absolutely gutted. Wish I could watch RT @680News Lloyd Robertson set to end 41year run as national news anchor tonight http://t.co/rFuwYds
1.00004E+17	positive	"I saw okay movie there friday night\""Rise of the Planet of the Apes\"",i still like Conquest"
1.11423E+17	neutral	What would happen if you lost access to your Google Account tomorrow? - I actually don't know. hahahaha!
1.08547E+17	positive	"After an almost 60-year career, Lloyd Robertson broadcasts his last @CTVNationalNews Sept 1, he joins us next"
1.00001E+17	positive	What I want to see on Sunday on True Blood - Eric Eric More Eric Naked Eric Pam Did I mention Eric? http://tumblr.com/xdl3xv2g8x
1.04984E+17	positive	@TwittaBeast @immaculate_nat at da end of da night no girl that roll with me is on da MTA! They are above that as long as I can afford that!
1.00215E+17	neutral	"I'm going to Opeth at Apolo in Barcelona, Spain - Nov 22 http://bnds.in/qnGtyw"
1.11356E+17	negative	@kwan1926  I laugh to death!!!lol!! Don't trust the translation of google anymore! It's is full of errors!! btw u played truant today .\_/.!
1.11495E+17	negative	Very jealous of the ridiculous adventure @misterjorgensen is having tonight while I just sit at home watching Big Brother.
1.11597E+17	neutral	"Pavol Demitra with the Blues: 5th in scoring ALL TIME with 493 points in 494 games, 2000 Lady Byng Trophy, & 3 All Star Games in 8 seasons."
1.11567E+17	positive	Madonna's anti Hydrangea video inspired me to make this today. http://t.co/nllR601
1.1184E+17	positive	"@Bobandy1, @JonathanKyte, @neilmorgan1985 don't forget to look out for me and @JemmLou in the audience of Celebrity Juice tonight. Bangtidy!"
1.0903E+17	neutral	Safe Mode with Networking - no internet: I am troubleshooting a BSOD in Windows 7 and may come back later with m... http://t.co/2gB8dMT
1.1134E+17	positive	This Friday we warmly embrace all things KIWI!! NZ v Tonga will be playing on the rooftop with a NZ flavoured BBQ and Steinlager a plenty
1.00079E+17	positive	#NW True Blood can't wait til the new one comes on tomorrow
1.11463E+17	neutral	RT @JohnInToronto: Former NHL'er Pavol Demitra among the 44 dead in the Russian plane crash earlier today.
1.00107E+17	positive	True Blood tonight #Yesssss!
1.00334E+17	neutral	RT @howardeskin: Steve Williams just threw Tiger Woods under the bus after win w Adam Scott today. After 33 yrs and 145 wins this is the ...
1.1134E+17	positive	Looking forward to the new Jersey Shore starting tonight. Has it started in Ireland yet?? What do tweeps think?? #jerseyshore
1.00078E+17	positive	Caught up on True Blood!! I love it... Now time for bed! Night peeps.. be safe tonight :)!!!
1.11478E+17	negative	"@ItsTheSituation Watched last week's Jersey Shore last night, you put your own head into the wall? Seriously, CRAZY! atleast Ronnie didn't!"
1.12595E+17	positive	@tpolamalu  Congrats on the new contract and good luck tomorrow in Bmore!  GO STEELERS!
1.11482E+17	negative	"Sad news today, what a great player. RT @Buccigross: Pavol Demitra has died in the Russian plane crash."
1.00107E+17	positive	lol i fell twice tonight im so clumsy man bahahahaaa it was sooo funny i jus keep thinkin of kevin hart
1.1267E+17	positive	RT @Migz_Silva: September 19 is the roast of Charlie Sheen! I'm ready for it! Haha
1.11444E+17	negative	"RT @WPBF25News: The Morning Note: Crocodiles, High-School Dropouts & Madonna: Wake up and smell the Internet, people. Here's wha... http ..."
1.02601E+17	negative	"@aPolishgirl also, the Dems had huge majorities in both chambers of congress obama's 1st 2 yrs in office. Republicans controlled nothing."
1.00031E+17	positive	RT @tobeymonster: Lady Gaga is attending Britney's concert tonight. She's in an arena full of Britney fans. We really did make her brave...
1.11377E+17	neutral	RT @hardcandymusic: Revisit: Madonna: 12th Studio Album Rumor Update -  There are several rumors regarding the new Madonna... http://t.c ...
1.00002E+17	neutral	WELL...I think im going to see Rise of the Planet of the Apes with my shadow tonight...#MMI
1.01982E+17	positive	Just in case you need some inspiration today. Steve Jobs' 2005 Stanford Commencement Address: http://t.co/ibYRzfw via @AddThis
1.00606E+17	neutral	"RT @DanishBelieber: lol, imma Real Madrid fan, i dont want Barca to win :D. And I can see that Barca is winning, crap haha. C'MON REAL F ..."
1.11355E+17	neutral	"Why is Nz trending Tonga, Eden Park, Friday, Argentina & Queen Street -.- World Cup Fever is it?? 2 more days!!"
1.00502E+17	neutral	RT @SkinnyCuh: They should make a new Friday and have Kevin Hart Katt Williams And Mike Epps in it.
1.11568E+17	neutral	"RT @jessespector: Names you may know on Lokomotiv's roster: Pavol Demitra, Karlis Skrastins, Karel Rachunek, Ruslan Salei, Josef Vasicek"
1.05317E+17	neutral	Today I learned that the new Deus Ex game is set in Detroit: http://t.co/HoTaAnG
1.00246E+17	positive	To anyone planning on watching the Teen Choice Awards tonight. Spoiler Alert: The winners are Justin Bieber and Twilight.
1.00018E+17	positive	Excited to go see Rise of the Planet of the Apes tonight
1.08125E+17	neutral	"RT @Lucirmas: Time for #MusicMonday.. Today's choice is PJ Harvey - In the Dark Places, for the album Let England Shake http://t.co/MjGI ..."
1.00245E+17	neutral	"I had no clue the TCA were on tonight. So to guess who wins, Twilight and Justin Bieber win everything. It happens every year."
1.00092E+17	positive	"Went to see \""Rise of the Planet of the Apes\"" tonight. It was pretty dope; I give it 5 Bananas."
1.11339E+17	negative	Is it just me or is Google apps email just plain slow today?
1.06101E+17	negative	"RT @sjicaucusTV: \""@TheFakeCNN: Republicans says that the earthquake occurred on a fault line called \""Obama's Fault\"".\"" C'Mon, U Know this ..."
1.0053E+17	neutral	"yes! RT @blitzmegaplex Kung Fu Panda 2 (in 2D & 3D, both with Indonesian subtitles) tentatively scheduled to open on Tues 16 August ^ISK"
1.00741E+17	neutral	Ice Cube should come out with a Last Friday with everybody! Mike Epps Kat Williams Smokey Big Worm Kevin Hart & everybody else...
1.00363E+17	neutral	@OscarRamos111 @WhereMyPeoples @iAMxPrettyBoy @HantzleyxA yo we should all chill again. lets go to the movies sept 9. Kevin hart movie
1.04094E+17	neutral	Today it's all about tablet PCs - here's a guide to the Windows 7 operating system http://t.co/3LCANCx
1.01225E+17	negative	@kingkc1 What's annoying is that the one I pre-ordered just came today...Steve Jobs just looted my card.
1.11553E+17	neutral	Why Verizon's 4G Limits May be the Droid Bionic's Achilles Heel - Gotta Be Mobile #verizon #phone
1.11039E+17	positive	"A win for either Metronomy, Everything Everything or PJ Harvey would be a satisfactory outcome for tonight's Mercury Awards."
1.11507E+17	neutral	RT @JedBigBrother: It's Kerry's birthday tonight on Big Brother. Be prepared for a Jedward in hot pants. AT 10PM. it's the Penultimate e ...
1.08956E+17	negative	"@SpeakerBoehner, Tell Obama NO on a joint session September 7th. His arrogance and gall are appalling. Let the Republicans debate."
1.11352E+17	positive	Off to learn about google analytic today.... I hope it doesn't get too technical. Looking forward to it though.
1.11915E+17	positive	"@edshow @maddow Whoo whoo!  Happy Brithday Maddow show.  Ed, you were very \""nice\"" to Republicans last night.  Rachel even thought so."
1.11488E+17	positive	RT @ChristyNew RT @TeamJorchel: Retweet if you're ready for Big Brother tonight! #teamjorchel #bb13 #cbsbigbrother can't wait. :) go jochel
1.01437E+17	positive	Is about to go see The Help!!  Can't wait for Final Destination 5 on Friday!!
1.00548E+17	neutral	"Tonight's WWE RAW takes place from the HP Pavilion in San Jose, California. Confirmed for tonight's SummerSlam... http://fb.me/JbJEut14"
1.12596E+17	neutral	"Latest: Steelers, Polamalu agree to four-year deal: The Pittsburgh Steelers agreed to terms Saturday with Troy P... http://t.co/t28eS0d"
1.11584E+17	neutral	RT @DerekSnider: RT @theScore Former teammates of Pavol Demitra reflect on their fallen friend after the Lokomotiv plane crash in Russia ...
1.00092E+17	positive	Good Morning America of Nicki Minaj was great when she perform Moment 4 Life @NICKIMINAJ #NickiMinaj
1.01935E+17	neutral	Very quiet story-wise this morning. My only emails have been about my Yammer activity & an alert about PJ Harvey tickets going on sale.
1.00306E+17	negative	"& then @JusSOBrooklyn idk he danger, we in a whip full w/deals,weapons & Beyonce new CD - night almost killed me IM N2 self preservation bro"
1.00231E+17	positive	i learn how to rap like nicki minaj tonight so that i can irritate my bf tmr after buka.
1.00002E+17	neutral	Found High School Musical on Netflix...may or may not be watching it. Wish you were here @karencherine!
1.11444E+17	positive	"7/9/1983 Madonna released \""Holiday\"" as a single from \""Madonna: The First Album\"", It was the 1st Madonna song to enter the Billboard Hot 100."
1.01148E+17	negative	"RT @gatorgirl277: @DrDrewHLN  Conrad Murray claims\"" MJ was unable to \""sleep\"" the entire morning yet Murray was on his phone all AM--does  ..."
1.11416E+17	positive	child like excitement building ahead of the #RWC think my 2nd team is going to be Tonga #loveabitofbiff
1.02433E+17	positive	"Yassss, Deus Ex is actually out 26th august. that's brightened up my day a bit:)"
1.11355E+17	positive	Madonna wears the Director's Hat!! Grab the 1st look of the movie as she unveils it at the Venice flim festival.... http://t.co/mY4SsV7
1.06435E+17	positive	Must get all my work done and ahead with cleaning my house before 10pm so I can have a night in with the Sons of Anarchy
1.03007E+17	negative	"if the #iPhone5 doesn't come out on September 7th, I'm suing Steve Jobs...I can't put up with the Motorola Razr much longer.."
1.00032E+17	neutral	@claviusrobinsky am just going to be hanging at my mom's for the week. Ross arrives the 26th and we go straight to Vegas.
1.11584E+17	positive	RT @marcohanna: @afairclub sold out tonight!! Charlie Sheen's Cake Party!! Marco Hanna Live with Dudu Sax !!!
1.00046E+17	negative	I want to see EB but idk don't look to good guess ill call it a netflix night.
1.02554E+17	neutral	I was dreaming about Vampire Diaries last night. GALING.
1.00034E+17	neutral	True blood is a repeat now what do I do with my Sunday night!
1.01332E+17	neutral	"Conrad Murray's trial is set for September 8th, it will be shown on live television. I am watching it. #JusticeForMJ"
1.11793E+17	positive	"CBB final, Celebrity Juice, Hollyoaks and Hollyoaks Later tonight, woo!"
1.11327E+17	neutral	@nidge1uk Yer off to take son for his first day at big school. Then it's google analytics training for me.  How was your night?
1.00396E+17	neutral	"RT @_justREDiculous: \""you ever go night night Nigga? EVERYBODY go night night !\"" - Kevin hart"
1.11508E+17	neutral	"every tweet i see tomorrow about jersey shore, im tweeting 10 times about the nfl season opener."
9.44329E+16	neutral	"RT @jamiedupree: The mantra from Republicans to Democrats today is, 'if you don't like our plan, then where is your plan"
1.09094E+17	positive	Devo Brown: Thanks for another great night everyone!! Don't forget tomorrow Roz and Mocha speak with Lloyd Robertson & Jason Priestley!
1.11344E+17	positive	I'm so pumped for Jersey Shore 4 tonight! I want @Sn00ki and Vinny to hook up XD
1.01119E+17	negative	RT @Kingof_Diamones: Maybe I'm just to damn emotion   :-\/ good night Irene
1.00017E+17	neutral	@Rob_Scotland getting there slowly mate! Have you seen there are riots in London tonight? I only just noticed myself and i am not even drunk
1.0245E+17	positive	"#nowplaying Elvis Presley. Love me tender - just as good as @cerysmatthews version at Solus, Cardiff in November '08"
1.00124E+17	neutral	"TEPCO UN chief in Japan as nuclear crisis simmers: UN chief Ban Ki-moon arrived in Japan on Sunday, where he pl... http://yhoo.it/pKUlVh"
1.12594E+17	neutral	"Final Reports: Ravens vs. Steelers: Tomorrow at 1pm, the regular season begins for the Steelers when they face o... http://t.co/3dkvxMR"
1.01619E+17	neutral	World in Union (with several opera singers) for the Rugby World Cup will be available on August/September(12th) More  http://t.co/dwC2m6B
1.00318E+17	neutral	"@EmlovesTheSats she might be, most artists tend to get knocked off after the 1st week, unless they're GaGa or Beyonce or something haha x"
1.0903E+17	negative	RT @DragonflyJonez: Republicans reminded Obama that he was still a nigger boy to them today huh?
1.08127E+17	neutral	Boise State may make Brandon Boykin's day. http://t.co/yBVsBqr /via @wordpressdotcom #uga #dawgs #boise #georgia #bulldogs
1.01587E+17	neutral	There's a bit of PJ Harvey going on today.
1.10391E+17	positive	"RT @Funnyusername96: Four Lions tonight on C4 @ 9.00pm. Watch it if you haven't already, f*cking hilarious film."
1.11443E+17	positive	Can't wait for tomorrow night! And no not bc of jersey shore but bc it's the first official game of the NFL season!
1.11523E+17	neutral	RT @LilFameMonsterx: my algebra teacher saw all my Gaga stuff today and we were talking about Jo at the VMA's and he said for now on her ...
1.00395E+17	neutral	you ever go night night Nigga? EVERYBODY go night night ! - Kevin hart
1.00607E+17	neutral	"Real Madrid have signed a seven-year-old Argentine boy, a spokesman for the club confirmed on Monday http://tinyurl.com/43ye3bh"
1.1136E+17	positive	"Its 2 AM & I have to wake up at 5:30 in the morning. To sleep or to keep watching Jersey Shore? TO SLEEP! nah, I think I'll stay up :D"
1.11914E+17	positive	"Celebrity Juice is decent tonight :) Alex Reid, good answer on the last question."
1.11975E+17	negative	"so, i heard earlier today that michael jackson's doctor is finally going to trial. it's been a year & NOW you're doing something?! #BS"
1.07793E+17	negative	"Droid Bionic pops up on Motorola site, looks set for September 8 release: Between the leaked ads, blurry photos ... http://t.co/zw6xC19"
1.06329E+17	positive	Off to see the Nokia N9 tomorrow. It'll be like being a real consumer tech dude again. Also off to an event at the new Winnings store.
1.1181E+17	neutral	Tempted to get a Droid Bionic today but rumors of the Nexus/Droid Prime in November are keeping me from getting one.
1.02432E+17	positive	"Who wants to go see @USAEaglesRugby beat Canada's Rugby team tonight in Glendale, CO? Send them off to the Rugby World Cup the right way?"
1.00319E+17	positive	"TGI Friday's was good! Going to the moves to see \""Rise of the Planet of the Apes\""."
1.00108E+17	positive	"Morning all- another day at @bitten2 meeting the stars of True Blood. Autographs and photos for me today, once the vodka-fug has cleared"
1.11719E+17	positive	Celebrity Juice tonight 10pm itv2. Hurrraaaaah! its a Back to school special
1.12262E+17	positive	"I like how u mentioned COWBOYS 1st RT @DaRealMrC NFL NETWORK tlk abt the sme teams evryday! Cowboys, Jets, Steelers, Ravens, Colts, Packers"
1.02012E+17	neutral	"RT @Deanofcomedy: Heading out today with @MuslimsRComing Tour to Tupelo, Mississippi to visit birthplace of Elvis Presley!"
1.07901E+17	neutral	"At this point, Motorola and Verizon may just be allowing the DROID Bionic, one of the most hyped phones in rec... http://t.co/3iTXZuN"
1.11915E+17	neutral	"1st  film since \""2 n a Half Men,\"" Charlie Sheen is set to star with Jason Schwartzman in \""A Glimpse Inside the Mind of Charlie Swan III.\"""
1.00684E+17	positive	Just found out that the new season for Vampire Diaries comes out Sept 15th :-)
1.1279E+17	neutral	Sheen's 'winning' ways get roasted: Charlie Sheen took it on the chin Saturday night at a Comedy Central TV roast... http://t.co/nfDH3EA
9.11869E+16	positive	Nokia N9 in nine seconds: By Ian posted on the 13th of July 2011 at 8:35AM GLOBAL - The Nokia N9 is fast. So fast that a regular 30-s...
1.00004E+17	neutral	Sunday Reflection: Why the GOP should give Obama the higher taxes he wants: ... in favor of higher taxes -- for ... http://bit.ly/qdTcUo
1.00049E+17	neutral	So apparently Lady Gaga went to go see Britney's Femme Fatale Tour in Atlantic City tonight!
1.00004E+17	negative	"@ExecutiveOtaku o_O Well, (un)fortunately, you'll prob need at least one of those if you come to London in late Oct.!"
1.0749E+17	positive	I guess I'm going to watch Anderson Silva whop a nigga ass while drinking Grey Goose tonight
1.00092E+17	positive	"I'm really dying to hear that track with Beyonce and the full version of \""That's My Bitch\"" off Watch the Throne. Monday must come sooner"
1.10374E+17	neutral	"Four Lions on C4 tonight everyone, i implore you to watch, or at least record!"
1.12594E+17	positive	Charlie Sheen seems pretty confident/badass for his upcoming roast. He actually seems like he has it together. I may watch.
1.02781E+17	negative	"@ColbertReport RT Why does Steve Jobs hate you your link http://t.co/q8eveOE \""Cars perform \""My Best Friend's Girl\"" needs flash to play"
1.00364E+17	neutral	"RT @CRonaldoTeam: According to Marca, Neymar will be moving to Real Madrid in December 2 days after the Club World Cup."
1.00744E+17	negative	"@whitehouse   Republicans had their way,  stock market crashed they did not want to pay taxes they lost billions of dollars today!"
1.00076E+17	negative	"Yesterday is the day the atomic bomb in Japan.  I embarrassed as a Japanese, was a moment of silence for the first time."
1.00622E+17	neutral	"Leonel Angel Coira signed with Real Madrid and will begin training September 6th, he is 7. I need to get Pax some cleats."
1.00077E+17	neutral	Woods Sputters In Third Round At Bridgestone: Tiger Woods slipped further down the leaderboard Saturday after ca... http://bit.ly/qIPR1d
1.00034E+17	negative	Let's see what shitty movie Netflix has recommended for me to watch tonight.
1.11465E+17	negative	@derekblasberg Uh-Oh - you must have loathed my apartment - why didn't Madonna have her outburst in July???
1.04095E+17	positive	#Iwishtheywouldbringback the red trains for tha MTA just pimp them shit out to make em look like today's trains
1.09077E+17	neutral	(Droid-Life) Additional Confirmation that the DROID Bionic will be Here September 8 http://t.co/M0cIbmK
1.00154E+17	positive	"Finally watching last weeks True Blood, ready for the new episode tonight.  How is everyone else this morning?"
1.11389E+17	neutral	Madonna: Living in a hydrangea-free world: Today Madonna's ungracious behaviour was made public when she compl... http://t.co/lLhviHq
1.03323E+17	negative	"Today is My Birthday,the anniversary of the death of Elvis Presley and the birthday of Madonna,I wonder if I'll be famous...I=No Talent |="
1.00018E+17	positive	"planning on going to @mango today, and any other cool stores in barcelona"
1.11353E+17	positive	"Congrats to client @drcasio for his TV debut on Big Brother's Bit on the Side last night, analysing social media mentions of housemates"
1.00336E+17	neutral	@D_Hiatus what you up to man?  Did you go see Rise of the Planet of the Apes last night?
1.01964E+17	positive	Anyone else already getting goosebumps about how loud goodnight Irene will be at 2:55 tomorrow afternoon #blackthornendmyrealhome
1.00035E+17	positive	"I saw a dog yesterday, that looked like one of the wolves from twilight but smaller, was well cool :p"
1.11855E+17	positive	RT @sfleming23: Looking forward to Celebrity Juice tonight!
1.02919E+17	positive	Aug 27th: UFC Rio..Anderson Silva vs Yushin Okami(last man to beat him)..Expect to see the best fighter on the planet put on a fucking show!
1.11673E+17	positive	"1 day left!Time is ticking down...Tonga should start getting worried ('',). Just kidding, may the best team win!!!('',) tomorrow.Go BLACKs"
