NA	sentiment	tweet	
6.38453E+17	positive	@doggystyIecalum because my old account got suspended and than May 5th came around and Zayn followed me. Now I have 4.2K so thank you	
6.38453E+17	neutral	@aniaahlborn @seanchercover Scott Walker's having a meet'n'greet 2 blocks from me Wed morning. SO tempted to go &amp; soak up the absurdity.	
6.38453E+17	positive	All I can think about is Jason Aldean Thursday night	
6.38454E+17	positive	The Americans may not have won the opening night game but they are totally running the Big Brother show. #CBBUK	
6.38457E+17	positive	"Been enjoying playing Command and Conquer for it's 20th birthday.  Love the Commando, Love the Rockin' music and Kane, what's not to love!"	
6.38457E+17	negative	This is the usual liberal reflex of blame Republicans for everything. Like Muslims many liberals parrot what told. https://t.co/D02Hm7mijm	
6.38458E+17	positive	"Here I come PS4, I'll see you in March 18th !! https://t.co/VOuw5c9k0k"	
6.38458E+17	neutral	Video: Kanye West Helps 2015 VMAs Break U.S. Twitter Record:Sunday night's MTV Video Music Awards were the-- http://t.co/hH4Mi7jooG #video	
6.38459E+17	neutral	Whos going to shawn concert on October 16 in columbia sc bc we should totes meet	
6.38459E+17	positive	Sam Smith in the 'Omen' music video may have turned me gay for a few moments	
6.38462E+17	positive	Holy shit I just realized my Ed Sheeran concert is a week from tomorrow oh my god !!??!?!	
6.38462E+17	neutral	"I may not speak too highly of Kanye West the person, but I am a fan of his music. It is possible to separate actions and work."	
6.38462E+17	neutral	@Awilder112 Game comes out on December 1st. I will definitely be picking it up for PS4.	
6.38463E+17	neutral	"If Bee comes in with cash in Oct,I'd imagine Milan are gonna splurge in the winter&amp;definitely next summer,let's hope they are smart about it"	
6.38464E+17	neutral	karimozena: Presidential Hopeful Kanye West Is Performing at the HollywoodBowl on September 25 https://t.co/MIMOHrFrkc	
6.38464E+17	neutral	@drunkenlxvato @lifelovelovatic ticibhfi the Katy Perry fan is talking may I take a message?	
6.38464E+17	neutral	"But hey, i guess you could say at least we (Milan) spent money. 3rd place will be one hell of a mission, but Milan did it to themselves"	
6.38464E+17	neutral	#Cubs Kris Bryant is starting in right field for the Cubs on Monday.  http://t.co/Q1qiobeqlu	
6.38465E+17	positive	Carly Fiorina's rise in polls may mean inclusion in the next GOP debate http://t.co/Y3ALgCx1Mq http://t.co/I7QdXLjocd	
6.38465E+17	negative	"Deadpool game coming to PS4 and Xbox One in Nov! WTF? Probably has zero work done to it, just like Activision's last 'Remaster', Prototype."	
6.38465E+17	neutral	"I honestly think Napoli will take 4th, then it's just a free for all between the likes of Milan,Fiorentina,Torino,samp,Genoa,the Veronas"	
6.38465E+17	neutral	The whole band and Niall are on the struggle bus today.. just get it together for the show tomorrow! @NiallOfficial @JoshDevineDrums	
6.38466E+17	neutral	"20th bday on Thurs, no class/ XC season opener on Fri, Ed Sheeran concert on Sat, parents visit on Sun, &amp; day off on Mon! #labordayweekend"	
6.38466E+17	positive	"Niall's going to be 22 in 12 days NO ONE'S GONNA BE 22, I'LL LOCK HIM IN FOREVER21!1! *prepares squad* C'mon!"	
6.38466E+17	neutral	It's august 31st. Pumpkin flavor is back at dunkin. And I have already had it. #prematurebutitsok	
6.38466E+17	neutral	"Also may take years to figure out if the song reaching #1 or John Cena co-opting ""I Can't Feel My Face"" as his signature tagline is stranger"	
6.38467E+17	neutral	Gucci baggy skin below the eyes subliminal level head may toga virilis the duplicated yours proper herein cong...	
6.38467E+17	neutral	"Selling my Jason Aldean, Cole Swindell and Tyler Farr ticket for their show in Raleigh on Saturday. DM me if you're interested."	
6.38467E+17	positive	Thanks very much Shawn! I hope you're having a great Monday! https://t.co/FYhZT554UJ	
6.38468E+17	neutral	Haven't we had enough with #DonaldTrump running for president?Now Kanye West?! #KanyeWestForPresident2020  https://t.co/LfVkU9FcSb	
6.38468E+17	neutral	@TMZ Miley may act and be the way she is but she is a good person. Nicki is the one looking for fights anywhere. Embarrassing...	
6.38468E+17	neutral	@Atheist4M that practice is from the african athiests and sun worshippers. Not from Islam.	
6.38468E+17	neutral	"Hulk Hogan may have been kicked out of WWE......but what about that masked man ""Mr. America""???? @VinceMcMahon http://t.co/onS4MsEfj6"	
6.3847E+17	neutral	@USCellular Picked up the new Moto G (2015 3rd Gen) at my local US Cellular store this weekend.	
6.38471E+17	neutral	I'm at work for 14.5 hours tomorrow lmao someone make me go to bed and stop reading articles about nicki	
6.38471E+17	neutral	Kanye West confuses me  this kind of made no sense LMFAO but I must say it had me cracking up https://t.co/i34elLEIua	
6.38471E+17	neutral	New Post: Kanye West's 'Late Registration' Infographic of Samples On the Album's 10th Anniversary... http://t.co/N5uFjhZsLE	
6.38472E+17	positive	Banging out this Cardio/Back today then turning on the strum for some more The Last Of Us on PS4! Mad Max tomorrow! http://t.co/XdzaWxdo3E	
6.38472E+17	neutral	that time they were all wasted at the brits and louis sat in zayn's lms if u agree https://t.co/ikvZEkT3I9	
6.38474E+17	positive	So excited! Will have to buy a PS4 just for this game https://t.co/0NfYuT434f	
6.38474E+17	neutral	"I didn't evacuate when Janet Jackson's nipple exposed the power of the sun to an unsuspecting audience, I ain't budgin now."	
6.38475E+17	neutral	@Temp15544 RKBA was specifically mentioned Gay marriage may (or not) be under the banner of a different right But RKBA was specific	
6.38475E+17	neutral	Niall is going through mood swings right now so hopefully he's all good by tomorrow night	
6.38476E+17	neutral	My dads seeing Paul McCartney for like the 6th time and yet he still asks me why I need to keep seeing Taylor swift???	
6.38476E+17	positive	Floyd Mayweather fight September 12! Come on down for the excitement &amp; grab your seat early !! #MayweatherBerto	
6.38479E+17	positive	"prince george, this sweet magic is coming to you so soon... don't forget sept 1st is the last day to save $500 on... http://t.co/dlvBC6EsUp"	
6.38479E+17	neutral	"@ACMilanSydney Milan, in my opinion, have only the 7th best squad, after Inter, Roma, Juventus, Lazio, Napoli and Fiorentina."	
6.3848E+17	negative	If you even remotely support anything Kanye West says I will say a prayer on Sunday for you and your ignorance	
6.3848E+17	negative	Milan's is shit men.....even with dough.....totally lost d plot... https://t.co/lPVCg9iNcZ	
6.3848E+17	positive	New IA poll has Ben Carson and Donald Trump tied... with Carly Fiorina in 3rd. Should be an interesting next few months...	
6.38481E+17	positive	A few days ago @Quuuise said Ice cube may be the bet rapper lyrically I'm starting to agree	
6.38481E+17	positive	"Fort Wayne had 3rd Interfaith Prayers 4 the City. Hindu dancing, Miami Nation drums and chanting, Muslims, Jews, Christians all 2gether as 1"	
6.38482E+17	positive	"@JohnKennyMedia Sunday is the best, Sam Smith on before Blur!  WTF as they say these days"	
6.38482E+17	positive	I may never tweet about anything other than Kanye West ever again	
6.38482E+17	neutral	Ohio Gov. John Kasich up to 7th-place tie in new Iowa Poll; Ben Carson deadlocked with Donald Trump at the top http://t.co/0ltzGlSYk9	
6.38482E+17	neutral	"@rocketrichman bizarre... Kane breaks a leg in training with England tomorrow, then what?"	
6.38483E+17	neutral	@GuillemBalague Real Madrid and Man U have different rules im sure he will be a madrid player tomorrow	
6.38483E+17	neutral	David De Gea presentation was billed for 1pm tomorrow..if Real Madrid doesn't announce the deal before noon..then the deal is off. Shikena!!	
6.38483E+17	positive	@Naughty_Dog Guess I'm finally going to buy a PS4 on March 18th! :D #Uncharted	
6.38484E+17	neutral	"De Gea will still be a Real Madrid player tomorrow. It's Real Madrid, they bend the rules. The Spanish FA will bend over for them."	
6.38484E+17	neutral	Imagine being De Gea going to sleep then waking up tomorrow ready to become a Real Madrid player	
6.38484E+17	neutral	"Feel for navas also, basically being told your not needed by Real Madrid and then he may have to stay there"	
6.38484E+17	positive	@LjsTheMotto but then again. Real Madrid rule Spanish football. So they may still push it through even after the their window closes.	
6.38485E+17	neutral	"Uefa can overall the Spanish Fa's decision to cancel De Gea's move, and he could still be a Real Madrid player tomorrow. Help me God."	
6.38485E+17	negative	Its not about the money and player. Its about Moral &amp; club. We fucked up Real Madrid &amp; that's enough. De Gea can join tomorrow. Don't care.	
6.38485E+17	positive	"Gay night tomorrow, the best night everrrrrrr"	
6.38485E+17	negative	- incredibly stupid move by United though. Woodward may have got 1 over Real Madrid but now he's left with an unhappy player	
6.38485E+17	neutral	JUST IN; Real Madrid stating to have proof that Manchester United sent documents at 23.59. Uefa tomorrow to decide on it	
6.38485E+17	neutral	Both clubs have proof that the De Gea papers arrived in time. UEFA will decide tomorrow morning if De Gea will be a Real Madrid player.	
6.38486E+17	neutral	Boko Haram May Resume Talks With FG - SOURCES close to the leadership of the Boko Haram insurgents have... http://t.co/AIhtumszlI #News	
6.38486E+17	neutral	By the invested by Real Madrid. I announce David De Gea will be paraded at 1pm Spanish local time tomorrow. Ameen.	
6.38486E+17	neutral	You know Gaga was cackling as she made her 6th sacrificial offering of the day while Nicki called out Miley last night	
6.38486E+17	neutral	Real Madrid still faithful that the deal will be accepted. But it will have to be tomorrow.	
6.38486E+17	neutral	I wonder if De Gea was sat in his car in the Real Madrid car park waiting for a transfer Odemwingie style	
6.38486E+17	neutral	Only can it be known tomorrow if DDG's transfer to Real Madrid went through.... Get some rest. More drama to come.	
6.38487E+17	neutral	Real Madrid's attempt to make a last minute super signing with De Gea may have been a little too last minute #DeadlineDay	
6.38487E+17	neutral	I need someone to come see Ed Sheeran with me this Saturday in Dallas	
6.38488E+17	positive	"I believe in Islam like I believe in the sun rising. Not because I can see it, but because by it, I see everything. Alhamdulillah"	
6.38488E+17	neutral	@MUFC_1000_liam I'm hearing Real Madrid may have the option to block it	
6.38488E+17	neutral	i'm gonna do this with zayn's face https://t.co/XQ53qzquJS	
6.38488E+17	negative	Kanye west and piers Morgan have the same weed dealer... https://t.co/HMQAXrktt2	
6.38488E+17	neutral	@Mike_Laidlaw is there any word on patch &amp; DLC file sizes for PS4? Have 10GB left of data allowance til the 12th (rural internet boo).	
6.38488E+17	neutral	Because it's Real Madrid bet it happens  https://t.co/yHT2LciYvG	
6.38489E+17	neutral	BREAKING: Real Madrid state proof of the documents being sent at 23:59. UEFA to decide tomorrow. (@tancredipalmeri ) #DeadlineDay #MUFC	
6.38489E+17	neutral	Moyes sat somewhere spamming the real Madrid fax machine with stationery and car hire deals chuckling away #degea	
6.38489E+17	neutral	"This Black, Gay, Badass Pacifist Mastermind of the March on Washington Is Finally Getting His Due http://t.co/7acnoAoKXv via @motherjones"	
6.3849E+17	neutral	"@q23a1 @sidlowe whatever platform, a bit of fun but we all know he will be a Real Madrid player tomorrow."	
6.3849E+17	positive	@OffsideLiam I'm fucking loving this I hope this drags on all day tomorrow but he will join Real Madrid	
6.3849E+17	neutral	"If Real Madrid's appeal to Uefa and LFP for the De Gea transfer is successful, he'll join them tomorrow. Yikes."	
6.3849E+17	neutral	Plot twist: Real Madrid didn't accept the papers just so they can get him in January under bossman ruling for free ready for next season	
6.38491E+17	positive	Nicki's drag at the VMA's blessed my Monday	
6.38491E+17	negative	I have officially lost any microscopic shred of respect I may have had for Kanye West. He is the epitome of ignorance.	
6.38491E+17	neutral	Gucci bags oneself privileged communication june enlarge upon the brace thine soul entranceway mere chance in ...	
6.38491E+17	neutral	Real Madrid will sign De Gea tomorrow with help of FIFA!	
6.38491E+17	neutral	I went by my moms in Atlanta for my 26th and she just knew we was going to a gay club asking ha friends we said hell no we like str8 clubs	
6.38491E+17	neutral	"Both Real Madrid and Manchester United will push for the deal to go through tomorrow, but personally I don't think the transfer will happen."	
6.38492E+17	neutral	the lighting is tragic but here are some pics of shawn with fans at the Energy 103.7 event in San Diego on Saturday http://t.co/dcZOMyIcFd	
6.38492E+17	neutral	FIFA will look into the case tomorrow. Both Man United and Real Madrid are pushing for the move to happen.	
6.38492E+17	neutral	"Ed Woodward may have fucked Real Madrid over by sending the wrong file format, what a fucking man he is. Legend."	
6.38493E+17	neutral	Literally sat through 3rd block today and talked about Kanye West w/ @BryceBayliss	
6.38493E+17	positive	"@Jazmin_Azar1 RT: ""@Niaz_kilam22 @ZaynBritishLad_ Happy 22nd Birthday Zayn! I love you and I hope you have a..."" http://t.co/9GVWJBFE62"	
6.38493E+17	negative	if it turns out tomorrow that ddg is actually a real madrid player i'm deleting myself off the internet	
6.38493E+17	neutral	Man Utd: David De Gea's move to Real Madrid off as paperwork late - http://t.co/GFmutjaXpM thought the deadline was 6pm Tuesday?	
6.38494E+17	neutral	I just checked for cheap Ed Sheeran tickets for next Wednesday in Miami. I could usually find something for less than 80 bucks. -	
6.38494E+17	neutral	"Looking at my Gucci it's about that time. Bldg 406, 2nd floor. #giaf15 @govislandart #art #charcoal #drawing #gucci http://t.co/gS7TAxXdN4"	
6.38494E+17	positive	@jamiestar1986 Monday night raw should be good tonight I wonder will sting show up or if Brock Lesnar will be there	
6.38494E+17	positive	"I'm sure Real Madrid will 'somehow' sign De Gea tomorrow, but tonight's been entertaining all the same  https://t.co/CWMv4caQnp"	
6.38495E+17	neutral	"2nd one is a trinidadian headdress i believe, which is nicki's home country. im silent on the other 3 tho https://t.co/0udsnLtBeC"	
6.38495E+17	neutral	"I need a big moment!  Something like a clutch moment! A Kobe in the 4th quarter!  A Ronda ""Rowdy"" Rousey 14 second knockout!"	
6.38495E+17	neutral	My sources in Ethiopia tell me that De Gea is a Real Madrid player. The deal was completed and the player will be presented tomorrow	
6.38495E+17	neutral	"Salazar struck out the side in the 1st, and David Price answers back with the same in the 2nd. Tulo-Colabello-Martin due up for #bluejays."	
6.38496E+17	positive	Every day I thank god that Nicki recycled I Love You n put it on Pink Friday as Your Love	
6.38496E+17	neutral	All this is just banter. Wait and see when Real Madrid announce the transfer at noon tomorrow.	
6.38497E+17	neutral	@BretBaier Not for nothing Bret..but Carly Fiorina gets absolutely no press. I mean she is actually 3rd in Iowa!!!	
6.38497E+17	neutral	David Wright has now played more games at third base than any other player in the history of MLB in New York. https://t.co/z6dVkcTfrb	
6.38498E+17	neutral	Nicki went from I want to thank my Pastor to cursing at Miley. That may beat what Kanye did to Taylor Swift.	
6.38499E+17	neutral	"@SamWallaceIndy it's Real Madrid , the transfer will go through tomorrow ,"	
6.38499E+17	neutral	@Muralectra Real Madrid are trying to buy a player from united. the documents got delayed and the deadline to sign new players is tomorrow.	
6.38499E+17	negative	"There's a lot of stupid $h!t out there, but polling Trump v Kanye West may take the cake. All I can think to say is: #$%#$%$#%#$%#$%#$#$#$%"	
6.38499E+17	positive	"According to gamestop,  Deadpool is coming to ps4 and X1. I know some may not like the idea but I think it'll be better with better visuals"	
6.385E+17	positive	@kiimmynicole I'm going to see the Foo Fighters on the 21st so if I see these as well this would be the best year of concerts for me!!	
6.38501E+17	positive	Ever have a song that just hits the right spot for you? These Days by The Foo Fighters was it for me. Side note: mom gets diagnosis tomorrow	
6.38501E+17	neutral	"@JackkFletchh oh no haha, I meant he can't sign for Milan now, so Spurs may have more of a chance"	
6.38501E+17	neutral	Sky Sports | Both Manchester United and Real Madrid want the DDG transfer to happen and are considering an appeal to make it happen tomorrow	
6.38501E+17	positive	"@superspurs34 @Sgt_shred1 Deadpool the game coming to PS4 and Xbox One in november ""Awesome"" :)"	
6.38501E+17	positive	Free iced coffee Monday at Dunkin and pumpkin spice is back... This basic girl is so excited that I just got a coffee at 8pm	
6.38502E+17	neutral	Is it me or WWE Monday Night Raw always starts with Seth Rollins?	
6.38503E+17	neutral	"Ice Cube announced a family friendly Friday sequel called ""Is it Friday yet"""	
6.38504E+17	neutral	"Come try #ringette for FREE Sat Sept 12, 11-12 @ the Prince George Coliseum. Info at http://t.co/BRS71sTSna."	
6.38504E+17	neutral	Watching the new Fear the Walking Dead episode then Faking It at 9:30. Then I shall stress about Big Brother till Wednesday #iwatchtoomuchtv	
6.38505E+17	positive	Fair warning to my 'non U2 followers' I will be tweeting and RT'ing heavily #U2Request between now and the end of Sep 1st. Mute if you want.	
6.38505E+17	positive	"@jasdiane I am excited, but at the same time Iron Maiden have an album out Friday and that's really taking priority XD"	
6.38505E+17	neutral	Seth Rollins is going to be at the house show in Beaumont. So i think he may win. I really doubt the WWE WHC will be at a house show #RAW	
6.38505E+17	neutral	Naruto may have been the first ever Hokage to never achieve the status of Chunin and Jounin now that I think about it.....	
6.38505E+17	neutral	I'm looking in the back of the posters. They're making a 3rd 12 Rounds with Dean Ambrose? GTFO!!! #RAW	
6.38505E+17	positive	Maja is Nicki to April's Miley right now. April is inspecting a candle and Maja has the EYE on her. #whatsgood	
6.38505E+17	negative	"Kanye West for president? Don't laugh, he may be the only one with a low info voter fan base who is narcissist enough to succeed The Donald"	
6.38505E+17	positive	C'mon @WWE let's make it a Seth Rollins statue on a pole match at Night of Champions. #StingVsRollins	
6.38507E+17	neutral	wish I could post my real feelings about Kanye west without hurting my future career whatever that may be...	
6.38507E+17	neutral	So David De Gea is going to Real Madrid right? I thought the deadline was tomorrow at 6pm GMT	
6.38507E+17	neutral	tomorrow will mark the third anniversary of Niall picking marks nose and eating his boogers	
6.38507E+17	positive	Tomorrow Cacao is being delivered along with Star Wars little Golden Books and I get to finally play Armello on PS4! Is it Tuesday yet?	
6.38507E+17	positive	"@AdamLMiles ""Triple H may be better than both if us, but I'm still better than you, Seth Rollins."" Good work, Sting. #RAW"	
6.38507E+17	negative	March 15: media frenzy over the Ziam kiss  March 25: Zayn quits one direction.  Y'ALL REALLY GONNA SAY THIS ISNT WEIRD ?	
6.38508E+17	neutral	"David Price's 6th K of the night, his first called, ends the Clevelands' 5th inning. He's seen 2 above the minimum. #bluejays trail 1-0."	
6.38509E+17	neutral	Did you know that 'Scott Walker' was Trending Topic on Sunday 30 for 3 hours in Chicago? http://t.co/gjqZJAG4PV #trndnl	
6.38509E+17	neutral	UEFA to study the case tomorrow and make a decision. Both Real Madrid and Manchester United want the deal completed. #DeGeaMissedDeadline	
6.3851E+17	neutral	I'll put money on de Gea being a Real Madrid player by the time I wake up tomorrow	
6.3851E+17	negative	If Kanye West becomes president I may move to America.... So I could flee the country.	
6.38511E+17	negative	Zayn deleted his Instagram and the last time he tweeted was the 18th of August this is hell http://t.co/FGgI7ny65N	
6.38512E+17	neutral	This is either intentional or he will go to Real Madrid tomorrow. http://t.co/EQw5dkbcAj	
6.38512E+17	neutral	David Price has a lead in the 6th so basically this game is over	
6.38513E+17	neutral	melaninhoe: Frank Ocean *says he droppin the album in July* all Frank Ocean fans: http://t.co/ojyffUZFWm	
6.38513E+17	neutral	If David De Gea isn't confirmed as a Real Madrid player tomorrow I'll get a tattoo with his name &amp; Harvey Prices name on my body	
6.38513E+17	positive	"Although it's not Paul McCartney, just bought So You Think You Can Dance live tix in Nov for mom and I. We'll make it a night out   :)"	
6.38513E+17	positive	"Its my birthday tomorrow and it would make my day if @RedMyol would finally follow me! An add on PS4 would be awesome to, but I can't play):"	
6.38514E+17	neutral	LaVonte David backstage at Raw with John Cena. #Huskers  https://t.co/n1ozHXKKiE	
6.38514E+17	negative	I can get my paperwork figured out at work but Man United and Real Madrid can't get it together....c'mon man.	
6.38514E+17	neutral	Shawn when he see a bee @PaperChaser___  https://t.co/F4hKwKYuVZ	
6.38514E+17	negative	"Just move De Gea to Real Madrid, this world is crazy. Who cares about 23:59 just move him tomorrow please."	
6.38514E+17	neutral	SCOTUS  rules against clerk in gay marriage case http://t.co/1iiBH3xR76 Kim Davis's lawyer says she will show Tues and accept her fate.	
6.38515E+17	neutral	If #Arsenal don't sign anyone on #DeadlineDay Wenger should have to give the entire Kanye West VMA speech tomorrow.	
6.38516E+17	neutral	Anyone trying to hit up Jason Aldean with me Friday night in Charlotte?	
6.38516E+17	neutral	"Not that I don't love Seth Rollins, he's gold on the belts. But this may be Sting's only title run sooo #StingOnRaw #RAW #RawTampa"	
6.38516E+17	negative	"i HATE stupid 7th graders who think saying ""that's gay"" makes them cool  imma throw your phone on the freeway little shit"	
6.38517E+17	negative	@aliceslater @thenation Iran's job is EASY.. stop building Nukes.. stop executing Christians and dropping Gays off the 6th floor head first.	
6.38519E+17	positive	I'm about to see Shawn on October 16 and I'm super excited	
6.38519E+17	negative	"My mom sat down and told me that no matter what, if Kanye west becomes president we are leaving the country"	
6.3852E+17	positive	I still believe I was the first person to listen to Sam smith in bmt...since 8th grade https://t.co/JGcLjPraCX	
6.3852E+17	negative	Nicki may have forgiven Taylor... but I still think she's corny for what she did.	
6.3852E+17	neutral	@itspetetoyou I'm going to dunkin donuts tomorrow morning do you want me to bring you something	
6.3852E+17	neutral	David Price giving up another lead in the 7th? Come on man!!! #FanDual #DraftKings	
6.3852E+17	negative	Also stfu you annoying Christians waking me up in a Sunday morning and shit!  No offense to the Christians	
6.38521E+17	neutral	Supreme Court rules against clerk in gay marriage case: The Supreme Court on Monday ruled against the Kentucky... http://t.co/irRog0fJRg	
6.38521E+17	neutral	"//I know so much more about DBZ than I do Naruto.. xD Ask me a DBZ question, I may be able to answer it."	
6.38521E+17	neutral	"Whelp, I get to go see One Direction perform tomorrow.  I saw them with Zayn and now I get to see them without him."	
6.38522E+17	negative	"In a world where Kanye West is president and Miley Cyrus performs a song saying she smoke pot and love peace, I may as well kill myself!"	
6.38523E+17	neutral	(comment about the legitimacy of a Kanye West candidacy because it's something new that people may believe is possible Trump)	
6.38524E+17	negative	@danisnotonfire Dont come to milan tomorrow i'll literally punch you in the face im already too stressed like this thanks	
6.38524E+17	negative	I hate myself for doing this. Happy last day at Dunkin tomorrow. May I never have to make a rude bitches coffee again http://t.co/fxfDzctIn5	
6.38524E+17	neutral	"I look over at Matt during SAT class and he's writing ""Kanye West"" over and over in his book"	
6.38525E+17	neutral	Zayn is currently unverified on Instagram! It may be due to the glitch. https://t.co/aGKeihuPtv	
6.38525E+17	neutral	@megynkelly @realDonaldTrump @RealBenCarson GOP war on Women keeping Carly Fiorina from 1st string debate; she clearly deserves to be their	
6.38525E+17	positive	First day was pretty Gucci!! Can't wait 4 tomorrow	
6.38526E+17	neutral	"Today in America: the arrogance of Kanye West, will Carson take down Trump, and why do presidential no-hopers bother? http://t.co/ah3bwUry9l"	
6.38527E+17	neutral	Is anybody going to the Ed Sheeran concert in Houston this Thursday	
6.38528E+17	positive	Kanye west may be a conceited son of a bitch but he's still one of the best rappers of all time	
6.38529E+17	neutral	"Cubs score another run off a Kris Bryant hit up the middle, but Rizzo thrown out at 3rd. 5-3 #Cubs #LETSGO"	
6.38529E+17	neutral	@DylanJHernandez Nope tomorrow uefa will decide as real madrid couldnt load up the document	
6.38529E+17	negative	I don't know if my eyes could handle this match what a big fucker may God give Dean Ambrose the power to beat this monster #RAW	
6.3853E+17	positive	Pumpkin spice flavor is already back at dunkin and I don't know how to feel because it's still august	
6.38532E+17	neutral	Who's gonna be the 3rd Shield member? Eric Rowen? Samoa Joe? Seth Rollins? (Impossible but I would still mark out!) #RAW	
6.38532E+17	neutral	@Flipkid17 yeah on October 10 the English version is gonna come out in America on Naruto's birthday	
6.38533E+17	neutral	Roman Reigns and Dean Ambrose may need to recruit Brock Lesnar to take out the Wyatts #RAW	
6.38533E+17	neutral	Roman Reigns and Dean Ambrose may need to recruit Brock Lesnar to take out the Wyatts #RAW	
6.38533E+17	negative	"Everyone is wearing black tomorrow it's gonna look like a funeral ""Niall is dead pass it on"""	
6.38534E+17	neutral	"To all the baby boomers complaining about Kanye West, may I remind you of Jim Morrison?"	
6.38534E+17	neutral	1 million Jews just sat up and listened when Seth Rollins' nasal voice rang out. #RAW	
6.38534E+17	negative	Last night I unfollowed anyone hating on Kanye or Nicki you may remove yourself from my life goodbye	
6.38535E+17	positive	"Admit it. You may hate John Cena, but you know you miss his U.S. open challenges!"	
6.38535E+17	neutral	"#DeadlineDay At the end of the day who lost? Real Madrid? David De Gea? @manutd ? May be De Gea, who is gng 2 be on bench at MANU."	
6.38535E+17	neutral	Dean Ambrose with roman regains vs Braun strowman now on wwe monday night raw 8/31/2015	
6.38535E+17	neutral	"@WBALDash And the way the Orioles are going, the Red Sox (60), Mariners (61), and White Sox (61) may do likewise before too much longer."	
6.38535E+17	negative	@PlayStation should have opened up preloads on PS4 days ago so people could have actually finished downloading it by tomorrow. #slowassPSN	
6.38535E+17	neutral	"Also Zac Brown Band will officially go for adds on September 21 with ""Beautiful Drug."" You already know how much I hate this."	
6.38536E+17	positive	Andrew Luck is going to be on the September 10th cover of the Rolling Stone. That's badass.	
6.38537E+17	negative	"#Jays starter David Price suffers 1st ever loss at Toronto- had been 8-0 (1 W as a Jay) with 3.54 ERA, 60 K, 16 BB in 73.2 IP over 11 starts"	
6.38537E+17	neutral	Golam Globus-OK-here's the deal: I may not like this movie. Except it has Chuck Norris in it. :-))	
6.38537E+17	neutral	"Seth Rollins may be a good superstar to date, but he is no legend! He needs to put that statue behind him and focus on Sting. #RAW"	
6.38538E+17	neutral	@VanMorrisonFans rolling stone says van Morrison's astral weeks is the 19th greatest album. should be #1. happy 70th birthday van. 8-31-15.	
6.38541E+17	positive	@bluebella18 I was literally thinking we should do the same for Fri/Sat nights. We spent the night in Brissie for Foo Fighters	
6.38542E+17	neutral	Who wants to go with me to get my tattoo tomorrow? I'll buy you Dunkin doughnuts	
6.38542E+17	positive	my last rt is what I'm being to philly tomorrow for Niall ! you should go check it out and rt (: ~j	
6.38542E+17	positive	"Ant-Man is important. No matter how small his role in Civil War may actually be, he is still there for a reason. Don't downplay him."	
6.38542E+17	negative	Bitch Sakura tryna tell my nigga the 5th bout how she want the D.  But my nigga Naruto graduated.  HE AINT GOT TIME FOR YA GAMES BITCH.	
6.38543E+17	neutral	@MaddieChavis tomorrow is a new day tho so it's Gucci	
6.38543E+17	neutral	@rayshellbox Kasi nga diba may prejudice pa rin about black entertainers? Also Miley says that Nicki keeps pulling the race card--	
6.38544E+17	neutral	I was rolling saturday at my cousin Shawn talking about the disbelief of him about to have a daughter right in front of his GF/BM	
6.38545E+17	neutral	"@THOTCrime anyone who dares stand in the undertakers way this weekend, Monday night only wwe smack down John cena johncenajonhcenacenacenace"	
6.38545E+17	neutral	*sends bae video of drake looking at nicki like she the sun* why u dont look at me like that	
6.38545E+17	neutral	"Jean Machi showing Red Sox fans exactly what Giants fan already knew! Three walks in the 9th, one run in, bases loaded, 1 out."	
6.38545E+17	neutral	"@washingtonpost Wrong tactic, she was elected - Gay marriage was illegal when she took office, it may not be in her job description."	
6.38545E+17	negative	why is nero so ridiculously gay for dante the world may never know	
6.38545E+17	positive	David Price is the fastest #bluejays' pitcher to reach 50Ks with the team. He accomplished the feat tonight in his 6th #jays' start.	
6.38546E+17	neutral	"I might not be able to tell you any answers to my homework tomorrow, but I sure will tell you all about how the Red Sox beat the Yankees."	
6.38546E+17	positive	From the very 1st pitch the Baseball Gods had the Red Sox winning that game they better make it up to us in the long run	
6.38547E+17	positive	@MObaseball5 ugh right I sat right back down. Woulda been so great to beat the Red Sox with a grand slam...	
6.38547E+17	positive	Crowd finally pops....for John Cena...in the 11th hour.   #raw #WWENOC #WWERaw	
6.38547E+17	neutral	@_jjju_ Wat time PST or P.M. pacific does the summer oatch launch tomorrow on PS4?	
6.38547E+17	positive	"The Red Sox may be god awful, but beating the Yankees while they are in the thick of things is always nice."	
6.38547E+17	neutral	im going to school tomorrow for nicki and for z	
6.38547E+17	neutral	"@GlobeChadFinn Just once, I want to c Red Sox manager walk to mound &amp; demonstratively yell at relief pitcher who walks people in 9th inning."	
6.38548E+17	positive	"Seth Rollins has nothing to worry about. As long as he wears white and gold, he'll be fine on the 20th. #WWE #Raw #ColorsOfChampions"	
6.38548E+17	negative	"Most people may hate john cena, but I think that man is hilarious on the mic @JohnCena @WWE"	
6.38548E+17	neutral	Until Dawn worth the buy? Going to pick up my PS4 tomorrow	
6.38548E+17	neutral	"Attempting to read ""Paper Towns"" in one sitting so I can watch it's final showing tomorrow at Macquarie Shopping Centre."	
6.38549E+17	neutral	Wait really though does anyone want to go to Dallas on Saturday to see Ed Sheeran?	
6.38549E+17	neutral	If the #RedSox keep on winning and end up getting the 11th pick and losing a protected first by one slot would be classic Red Sox	
